index,tweet,label
902,"kalau dari awal nak set senang je, baik awak cari anak orang kaya je. Kesel",Anger
352,tolol bersama..,Anger
4540,"siapa saja yang allah kehendaki kebaikan padanya, allah akan menimpakan musibah (ujian/cobaan) padanya (hr. bukhari) perjuangan penerapan syariah ..",Neutral
4130,mode biasa mode mengintai,Neutral
754,wordle 231 4/6 bego banget nebak huruf lain di percobaan ketiga,Anger
2971,ih jadi malu dipanggil bestie sama makji tapi happi,Joy
7045,"kurang suka kadang wkwk kalau udah cerita berarti udah bingung banget. mending di omongin langsung ke pacar, di cari solusinya sama sama. kadang kalau berantem tuh kalau kita sebagai pacar pasti bisa maafin dan ngebucin lagi tp kalau cerita ke temen, belum tentu mereka bisa",Sad
2920,"gua duduk sebelahan sm kak ji, tapi kita chattingan lwt hp. trs dia ketawanya ""awokwok"", gua reflej bales ""aneh banget ketawa lu"", abis itu dia marah ngambek gtu wkwk",Joy
311,kalau tunjuk muka dgn anak dan isteri kemudian buat kenyatan bodoh ni..tu bukan berani bang..tu bapak bangang lagi bodoh degil mcm kaldai yg tk fikir anak2 dan isteri tersayang..ibarat kau bgi gambar kau dgn isteri kau tengah berjubo depan anak2..then berlegar dlm sosmed.,Anger
4644,"jalanin saja dahulu, menyerah kemudian.",Neutral
661,bangsat banget!!,Anger
1989,harap demam biasa :( takut copid,Fear
3665,"ngemis-ngemis cinta mah sah-sah ajaa, asal lu tau risiko yg bakal lu dapetin. jangan malah nyalahin orang yg lu suka ketika orang yg lu suka ga suka sama lu balik dan juga ngerasa ""si paling berkorban""",Love
306,"pinjem duit di leasing, giliran ditagih marah ke penagih bayar listrik nunggak, giliran petugas pln cabut fasilitas listrik, eh petugas pln malah dikeroyok. pesan barang cod, enggak sesuai ekspektasi, malah kurir yang disuruh bayar. wow, luar biasa!",Anger
2335,"semangat pagi, semoga ada rezeki hari ini",Joy
4790,apa kabar juniordanyw,Neutral
2356,senang bangett,Joy
3702,efek paparan belaka - terbiasa menjadi nyaman larangan untuk berkumpul bersama orang-orang yang ingkar dan suka mengolok-olok.,Love
3804,handy mandy nih bapak ak yang anti banget kartun tapi belio suka,Love
1927,"kalo sosis rebus enak, tp nugget?? aneh gk sih???",Fear
6418,sedih,Sad
3427,"dari yootaeyang ke inseong tiba2 satu hari ngeliat inseong ganteng banget rambut putih terus kesemsem, ngeliat foto lamanya pun kayak mikir ""inseong selama ini seganteng ini??"" terus ditambah emang dari dulu suka jokes inseong makin bucin dan sekarang menjadi bulol official",Love
749,"baru mau sedih kenapa close, endingnya bikin emosi. semoga hari lo senin terus",Anger
3638,"gw jatuh cinta, apalagi pas dia suka senyum-senyum sendiri pas sama gue",Love
5151,"hal itu berjalan selama setahun, lancar tanpa halangan. tetapi suatu ketika, dana mengetahui semua apa yang dilakukan anak bungsunya selama setahun itu. dirinya benar-benar marah, tidak terima dengan perlakuan fauzan.",Neutral
1266,kaget kirain kelirik taunya bukan as lihat akunnya,Fear
5875,jangan lupa sarapan min.. karena sedih itu juga butuh tenaga haha,Neutral
6254,yah kecewa dak do stiker nyo lagi,Sad
3595,"hooh suka banget liat style dia yg kayak gitu,",Love
2134,"pagii~ btw cuaca enak gini mendingan tidur yok, have a nice weekend~~",Joy
5066,hanya orang orang bodoh saja yg masih mengagungkan seseorang yg tak tau kerja,Neutral
4109,untung sudah biasa ngurus apa apa sendiri yaa. plus point for me,Neutral
4969,"ketika berbuat salah, jngan mengeluh, jangan marah. tetapi pelajari kesalahan, kemudian coba kembali dgn cara yg berbeda",Neutral
4904,banguna dapet kabar baik,Neutral
514,"ah alibi siamah, bebeja weh teu bisa nahan sange, embung coli jadi weh predator. emosi pagi pagi.",Anger
6326,aa sedih bgt progja udah selesai semuaa hwaa gamau udahan kkn-nya,Sad
409,"nah ini. kalau yg kita benci kejahatan2nya, siapapun wajib dilaporkan. dalam kejahatan itu siapapun bisa terlibat, kan?",Anger
6371,"mesti itu mirip sama wajib ya? ya engga juga sih kalo dibilang mesti. kalo emang mesti mereka yang maaf (gabisa punya keturunan) gimana? senua tergantung niat awal menikah. niatin aja buat ibadah, kalo diniatin nya mau punya anak, nanti pasti kecewa klo ga dikasih, jadi ya was"" ja",Sad
7051,"kadang diriku suka ga paham sama perasaan diri sendiri ga tau mana yang beneran sayang mana yang cuma sekedar pura"" semua orang ku anggap sama ku beneran tulus buat temenan sama semua orang engga pilih"" juga allah aja ga pilih"" masa diriku manusia biasa pilih"" tapi sering kecewa",Sad
7000,cinta memang rumit dan menguras energi jiwa raga hati hidup w :(,Sad
6134,"sabtu galau, 05 feb 2022 actually ngga yang galau galau banget sih tapi kayak sedih sama ngakak juga entah yang keberapa kalinya suka sama seseorang yang udah punya pacar even though blm officially liat dan denger sendiri dari orangnya or his social media hahhaha",Sad
207,"yang no 3 ""izinkan suami berpoligami,untuk mencegah perzinahan"" aduhh goblok banget ya jadi orang, jadi selama ini pernikahan itu zina gitu? dan poligami itu bagus & dianjurkan diagama gitu? helloww diagama gaada tuh 1 kontol harus 2 lubang. bajingan bangsat lo",Anger
458,"mau apapun yang aing post di medsos ya berarti aing merasa hidup aing udah cukup , bukan buat alesan saria nginjem duit ka aing dan ga bayar hutang, makin sini kaya makin tolol aja emang orang2",Anger
2054,pokok semangat sek,Joy
2430,"10000?0 sihh enak didenger gituu, lirik nya juga relate bangett djdjjfjf keren ya tuhan",Joy
250,wkwkakak faker tolol ye,Anger
6046,bogor sepi ya bang,Neutral
1107,"aq dh 5 kali approach..smua ke reject..sedih siot..siap depress..tu la nk ckp takut nk approach dulu x la tp effect after approach tu yg prob..klau diterima ok..lau x sedih,malu,marah semua ad..and its effect ur life..kdg rasa penat dah nk hadap",Anger
5743,"kenapa ya, kalo au bxg peran mingyu tuh pasti jadi cowo sempurna yang buciin banget sama cewenya, kalo wonu perannya pasti jadi cowo brengsek yang suka nyakitin cewenya. tp kenapa pas au minwon mingyunya yg jd cowo brengsek se brengsek-brengseknya cowo dan wonu jd yg tersakiti.",Neutral
1713,orang dulu siap mesyuarat satu kampung nak tentukan tarikh nikah takut bertindih susah orang kampung nak datang rewang.,Fear
3911,"keknya gue kesengsem ni ama mew suppasit sampe kebawa mimpi pas tidur. dan gue baru tau dia actor yg main di series bl . gue awal taunya dari lagi dia tbtb muncul di spotify gue, terus jadi cintaaa banget sama suara dia dan senyum dia yg di vclipnya zom marie blush",Love
715,"ini klo gue isiin kyk gini bisa2 abis di comot ponakan gue trus di bagiin ke temen2 nya, baik nyerempet bego dia",Anger
552,"aku ngadu ke dia dong, tatang marah ngajak aku ke tempat ayato. disana dia langsung ngomelin ayato. ""lu jadi ketua kelompok ga becus banget sih?! malah anggota lu yg nyariin buat ngajakin kerja kelompok sampe babak belur begini diboongin preman sekolah!""",Anger
1439,"i decided to buy pc from kseller je nanti, i takut i tak dapat pull my fav member sebab tangan tak wangi",Fear
2270,jangan lupa sarapan. semangat buat hari ini!,Joy
3144,"haii sasa, apa kabar? jangan lupa sarapan yaa , minum air putih banyak banyak , jaga kesehatan yaa!! . kalo keluar rumah jangan lupa pake masker , cuci tangan dan jangan lupa jaga jarak . have a nice day , semangat untuk hari ini!!",Joy
6755,"baik, pake kata tolong, dan bersedia nungguin. sedih banget",Sad
1925,"km luarnya klo ada mbak?as kebersihannya enak jd ada yg bersihin tiap minggunya. yaa krn bareng2 jd kurang privasi aja km dalemnya privasi terjaga, kl mlm ga usah keluar kmr. kl kamarnya kecil jd lembab, rawan binatang2 kecil, bau huhu (klo g rajin bersihin ya)",Fear
634,"wes ngene wae nder serlok saiki, marakne emosi esuk2",Anger
316,marah marah terus! keriput!,Anger
6644,"kenapa ya kalo tengah malam tu suka sedih sendiri berlarut-larut trus semuanya kaya berkelebat di kepala mulai masa lalu, masa sekarang, masa depan tuh whyy",Sad
427,"santai buat cowok , gak ush emosi , sabar ok. biarkan mereka menilai seperti yak apa tentang cowok , kita cukup memilih mana yg lbh cocok haha",Anger
5251," dengan majikan lewat 5 minit pun kita takut. tapi dengan allah, kita langsung tak takut. kadang-kadang solat dekat nak habis waktu. - uai",Neutral
105,"betul org cakap, kalau tak bodoh bukan bn namanya..",Anger
3041,"w ngerasa cringe bgt anjir dr kmrn, kayak mau ngetik kak tuh a nya suka ilang jd kk emg sama aja si.. cm kan kesannya baku banget kyak w ngetik kakak tp di singkat jd kk hehe, kocak and ngakak deh pokknya",Joy
4238,ketiduran nunggu kabar dari ayang,Neutral
2169,ngopi enak,Joy
1709,grub b ngeri kali,Fear
89,paling benci kalo lagi diem terus panik sendiri gatau bingung kenapa :),Anger
2241,"good morning gita, semangat buat nanti streaming nya (2Œ’_2Œ’;)",Joy
3174,"bang tombyyyyyyy apa kabar, lama gak nampak, sehat slalu ya.. ayo ikutan bang.. alhamdulillah kabar saya baik, dan masih wangi",Joy
5283,"maksudku perjalananmu ke sini. . tapi, junsoo-ya sudah bertahan sampai sejauh ini, sangat menakjubkan! erangan itu”” meski samar terdengar pada indera pendengaran”” roman cemas tetap terpampang secara jelas. mereka, kan sudah lama dipisah oleh jarak, chaewon ”",Neutral
1949,jap i confuse crush i kan up status takde sapa sayang dia padahal dia tahu i suka dia and kalau nak cakap lupa i tengok status dia hari2,Fear
4044,"semangat jalani aktivitas hari ini, ilysm",Love
2848,risol kenapa enak banget ya,Joy
1,"kok stabilitas negara, memange 10 thn negara tdk aman, bahkan sby menyuburkan ormas2 radikal, intoleran, teroris, yg berafiliasi ke partai tertentu..narasi klhtn intelektual tp bodoh..",Anger
4337,"pula diboyong engkau pada pepatah; wahai , , datanglah. kemari, kami tumpahkan pesan bergerigi, kami serakkan pesan sebelum mulai berotasi. pastikan pedoman ini sampai tepat di tujuan.",Neutral
935,nie ayam kampung kenapa suka banget ribut sikk,Anger
6061,tetap semangat biar cepat sembuh y pak rektor tweeter sepi tanpa mu bagaikan sayur tanpa ikan asin..,Neutral
2720,fokus aja ngembangin identitas tim utk di masa depan mu sudah ancur2an sejak lewat sepertiga musim yuk mu semangat benahi tim,Joy
591,bego emang nggak bisa apa apa lu zar cuman beban doang,Anger
5310,"salah satu sudut bibirnya kembali tertarik ke atas membuat senyum tipis terpatri pada paras tampan miliknya. dengan penuh semangat ia melanjutkan bait dari lagu anak sekolah ini. ""tiap kali kau bermanja gemetar rasa di dada ingin kubisikkan cinta tapi hati ini malu jadinya""",Neutral
2936,"eng! guys aku abis bikin poem bahasa inggris lagi hihi, pada nangkep maksudnya kah? takut ga nyampe meaningnya",Joy
2448,bila akhirnya bahagiaku bukan bersamamu aku selalu berharap bahagia kamu adalah ssat bersamaku,Joy
1576,takut ditolak :),Fear
5912,kua mana aja yg sepi biar cepet,Neutral
213,boleh benci tapi jangan bodoh,Anger
778,marah.,Anger
3496,"r.i.p kepada minatku melihat foto2 masa kecilmu, ga nyangka banget padahal sebulan lalu kalo gabut dikit masih suka tak liatin",Love
5555,"kalo abis sakit lalu sebats udah berasa enak lagi, itu tanda kalo sudah sembuh",Neutral
2043,semangat dan bertambah kuatlah kalian frp_natsud_ frp_lucyheart frp_wendy ~,Joy
6415,"belum sih, mau zoom dulu ((sedih karena sabtu nggak libur))",Sad
1567,karena kalo malu bakal malu banget ini lebih lebih dari orenji untung beneran iri jongu,Fear
165,"hiyahiyahiya. terpesona, ku pada pandangan pertama. dan tak kuasa menahan emosi.",Anger
4702,belum lagi jam 9 nanti soundtrack rilis semoga banyak kabar baik ya hari ini,Neutral
3566,"suka banget sama layoutnya, thank you ya",Love
5418,"kami respon via dm ya kak, untuk nomor internetnya yang di info via mention harap dihapus ya karena merupakan privasi pelanggan yang khawatir di salah gunakan oleh pihak yang tidak bertanggung jawab, terima kasih. - lia",Neutral
6727,"sedih sumpah yang bikin gue bertahan nge stan secret number selama ini cuma denise, sebenernya dari awal 2 member baru masuk udah punya firasat kalo denise keluar sih, tbh aku masih gabisa nerima kedatangan 2 member baru itu. thankyou denise, thankyou secret number and goodbye.",Sad
2013,"lah lah kaget dong aku, kok kamu malah sedih??",Fear
273,masih pagi gue dah emosi.,Anger
3860,"pasti bakal gemes karena tristan bisa gemes sendirii punya pacar yg suka dimanja he will take care of you gently and very well, tristan akan membuatnya nyaman dan akan dijaga dengan baik. tristan juga orangnya mengayomii. yuk cek carrdnya dibawah untuk informasi",Love
4167,"pindah alhamdulillah..ga jadi pindah jg alhamdillah, tidak ada pengaruhnya pada sy..tetap nyari rejeki sendiri yg halal utk keluarga tanpa hrs mengiba, menjilat, mengadu domba antar sesama anak bangsa. pesan simbah sy, ojo ela elu..ojo gumunan..ojo mateni rejekine wong liyo",Neutral
5650,"ya walaupun kadang gue kalo kesel suka kelewat batas. tp skrg gue lg berusaha banget biar ga negatif"" amat jadi orang minimal sopan lah",Neutral
3788,"berawal dari sahabat eh jadi pacar wkwk, terus suka gimmick saling sayang padahal iseng doang akhirnya jadian",Love
5183,tinggi di depan,Neutral
394,lagu ngegalau kelas 10 pas lagi jaman jamannya galauin cowo yang seharusnya ngga gue galauin haha dasar bodoh,Anger
583,blm di tuduh pki da marah lu drun.,Anger
7057,"iya gue milih jalan yg gatau salah gatau bener, gimana caranya rumah tangga gue baik baik aja.. cuma itu. memang setelah mba e ini lama hubungan gue baik, bahagiaa, ribut hal kecil ya tp sampe kena pukul dan pala bocor sih gue udah biasa dan itu hal kecil buat gue.",Sad
6560,sedih nderr,Sad
5821,"jangan sedih jangan galau gue punya mbah dukun langganan yang mujarab, kalau mau gue kasih alamatnya nanti nih.",Neutral
6766,sedih banget pls..,Sad
520,kamu aja yg tolol bin dungu..!!,Anger
1763,dan chat mita di whatsapp official 0811-84-1400. hati-hati terhadap akun palsu yg mengatasnamakan bank mandiri dan meminta data rahasia. semoga sehat selalu. tks~kareen (end),Fear
1875,gue takut..,Fear
3965,"bukti satu lg, bahwa proses untuk warga kecil sangat lamban. namun untuk pundi"" uang terus digenjot setiap bulan nya. juga lagi dan lagi birokrasi yang super menjelimet. kenapa pejabat suka banget bikin pusing diri sendiri ya? padahal otak saja gapunya",Love
3344,wkwkwkkwk suka banget ama mereka aku tu,Love
2253,"makasi kembali ka, semangat pagi ^o^",Joy
3224,"jiminku sembuh, semoga dia secepatnya bisa beraktifitas seperti biasa",Joy
526,"pas mlaku ijo dikon ngucapke habede tau, ilopyu jangan marah yo tau tur nek pas oren kok kon ngucapke ngene njuk le ngomong kepie gek lanang?",Anger
2946,alhamdulillah pake kerudung karena keinginan sendiri. justru malah malu pake baju haram,Joy
4473,apaa kabar? jangan lupa sarapan,Neutral
3899,"dan gue harap sih ke jadian, si te suka sama ggvk bucin cinta ama dia tapii semuanya terlambat karna ggvk dah pergi biarin dah dia idup dalam penyesalan hidup dalam penyesalan tuh lebih sakit dibanding dikasih karma yg datang cuma sekali",Love
692,emang dasar nya pada tolol semua yang komen begitu,Anger
6687,":( sedih, knp bub aku",Sad
4444,"hoho ga kokk sunbaenimm, aku tuh baik budimann, cuma emang tingkat hormon isengku tuh diatas batas normal",Neutral
3633,makasihh banyak udh baca melt into you seneng banget tau kamu suka miy stay healthy and be happy always ya,Love
1050,"hadeuh kalo inget bulan ini bikin sakit ati banget anjeng, udah deket lama aku nya udah suka eh malah ujung ujungnya sama adek kelasnya kan anjenk kesel sendiri jadinya",Anger
590,entah harus bersyukur karena dikasi tips atau emosi karena secara tidak langsung tertampar kenyataan,Anger
519,makin banyak orang tolol asu goblok,Anger
3380,"suka banget, lagunya enak2",Love
3676,padahal mereka juga yang suka shipping aneh banget,Love
5835,hoy tl sepi nih,Neutral
5179,kenapa dia marah marah.,Neutral
1607,ako malu sekali,Fear
3610,"aku bukan vampir jadi suka bawang haha iya sih, soto sama kari emang banyak banget yang suka",Love
6752,mau dong mutualan.. akun baru netes masih sepi bgt :(,Sad
1809,"rada ngeri yaa, apalagi stranger gitu",Fear
791,"dinamik socmed au joongdok gak jauh dari physical attack lahir batin. selamat pagi, saya bawa kisah kebodohan (fresh from the oven) seseorang yang memang pantas dikatain bego. ga sanggup lagi gua anjir.",Anger
792,oalah masi pagi sudah dibikin emosi.,Anger
5824,"park shin hye, son yejin. bagiku kek 2 itu ratunya drama sedih",Neutral
1855,"malu banget anjirr, tadi ada yg teriak ""misi paket"", gue udah buru2 mau buka pintu, kirain paket gue udah dateng, taunya paketnya untuk rumah sebelah",Fear
1980,"ga boleh boncengan cowo cewe kalo bukan sodaraan, aneh banget sih menurutku. soalnya kan banyak nih cowo-cowo yang suka dengan baik hati nawarin boncengan soalnya ya emang baik aja gitu as a friend, masa gabisa sih. btw ini sekolah negeri ya",Fear
3233,"iya bener, mood bgt pagi ini denger kabar jimin.. perjalanan ke tmpat kerja senyum2 terus sambil denger lagu bangtan, ngasih tau bpk2 di jalan jg gue ramah bgt njir",Joy
3598,"tak suka aku takpe, aku boleh blah. aku harap aku dah penuhi pertolongan yang kau minta dengan baik. terima kasih.",Love
933,lama2 nyebelin bgt ya anak2 hasil keluarga bahagia ini -_-,Anger
3963,"aku cinta dia mak aku suka dia mak yang sedang"" saja..",Love
5260,jangan panik nder terakhir tgl 15,Neutral
6570,langit tau banyak yg lagi sedih makanya turun,Sad
4179,gue dulu pernah bahas ngerinya jalinsum..mau jalan biasa atopun tol bagi penjahat gak ada bedanya..petugas harus lebih bernyali dibanding penjahat2 disana..,Neutral
4026,"happy birthday my mom sorry lupa dah saya tak pandai berkata2 cuman mau bilang sehat sehat makasi sudah melahirkan saya keduania ini, maaf selalu bikin marah terus kadang ga bisa ngertiin keadaan mama i love you hahah dahlah telat 5 hari lagi",Love
7072,"aku-yang selalu mudah kepikiran, berpikir kalau keluarga lama-lama muak membantu keluargaku terus, walau padahal mereka terlihat ikhlas-ikhlas saja. aku merasa bersalah karena di umurku yg menuju dewasa, aku ngga bisa membantu keuangan keluarga. aku jadi merasa lemah dan useless",Sad
4116,g biasa srpan raa,Neutral
988,"tiap sabtu kebangunin anjir grgr dibelakang rumah ada ibu ibu suka senam dan pake speakernya tuh gede banget anjing suaranya kaya bener bener gede banget gila, udh pernah ditegur sebenernya tp diulang lg gt kaya minggu depannya pasti gede lagi si suaranya :) bgst pen tdr aku",Anger
5458,bukan uang banyak yg perlu kita punya. tapi ngobrolin rencana2 indah aja udah bisa bikin kita bahagia. - mama,Neutral
3453,"most noticed kulit jadi lebih halus. pori-pori terlihat samar. setiap pagi kulitku terlihat fresh dan plumpy. efek brighteningnya juga ada. aku suka banget hidrasinya. untuk menghilangkan bekas jerawat belum terlihat ya, karena pemakaian juga masih sekitar 3 minggu.worth to try",Love
6462,lagunyaa monyet sedih bgt,Sad
3778,aa suka banget senyum tae disini anwjjsjjw sayang sayang bangett.,Love
5941,msih sepi apakah masih pda tdur / udh pda sekolah?,Neutral
3093,"me too, malah kalo menang ga suka aku kasih tau, jd kalo aku beli2an barang gitu kek ""yaudah kalo ada uangnya mah"" wkwk",Joy
3155,hari ini dapat kabar baik,Joy
5069,"umpama serasinya merah dan cinta, marah juga menjadi simboliknya. biru pula setia pada satu makna, laksana sebagai penyejuk mata. ada yang meraikan perbezaan, ada juga yang tegas pada satu pendirian. sekadar coretan tiada makna, merungkai cara fikir manusia.",Neutral
3201,pagi yg cerah dapet kabar baik dari bighit,Joy
5714,"ya karena,aku gk suka cinta cintaan",Neutral
1098,ini boleh ga si aku kecewa or marah sama dia haha.. cuma krn aku beli acrylic frame trs majang pc bareng sama polaroid ortuku dia blg gini apa aku doang yg sensi nih ya dikira nge kpop bikin lupa semua hal? bahkan ortu sendiri? lo bikin gw makin ga mau kenal spesies cowok dasar idiot,Anger
6508,"demi allah.. yang kena siapa, yang nangis siapa.. gua jadi peran badguy banget klo begini pdhl gua yg dibikin sedih",Sad
2844,"anjay, semangat kk",Joy
886,"kalian pernah mimpiin seseorang yg random? dan lgi ga mikirin org itu, mimpinya absurd dan kerasa nyata, kaya klo mimpiin org lain tuh aneh aja padahal sebelum tdr biasanya udh prepare diri (doa dll). dan sebel jg apalagi pas tidur kebangun gara2 kaget/ada suara bising:(",Anger
6985,"ketemu cowo itu di pekanbaru. masi ingat banget semua hal sama dialah walaupun ga pernah jadian. ya sesayang itu dulu. sekarang sih dpt yg better. tapi dgn kejadian itu aku bs blg ke anak perempuanku one day, jgn mau di blg suka trus km ambil hati kalo ga diofficialin :/",Sad
5489,masih semangat retwit nggak?,Neutral
515,"eps 7 saya kesal dengan gwinam ni ngapa kaga die sih? emang zombie immortal yak? udah jatoh dari lantai 4 bos, apa harus di shot gun baru die ni orang? terus namra bisa feel gwinam, tapi gwinam nggak bisa atau nggak ngerti?",Anger
6530,sedih betul,Sad
4833,"pedri : ""publik sangat penting bagi kami. mendengarkan kehangatan dan kasih sayang mereka luar biasa dan memberi anda banyak kekuatan.",Neutral
1453,waduh takut takut,Fear
3553,awalnya gua balas story junior berkedok senpai gua kan terus gua tanya bilang bagus gak dia bilang bagus banget dan sekarang gua malah betul2 suka sama nih anime huwaa ngakak terus,Love
3609,"kalau denger lagu loey, pasti yg pertama suka yours. sayang sama suka bngt sama lagu ink. kalau gak dengerin lagu ini, mungkin gak bakal kenal exo:((",Love
4665,"bertahanku bisa saja pasti, tp kalo d siasiakan mending di evaluasi ayo jalan",Neutral
2506,semangat kerjanya!,Joy
2994,mandiri tanggung jawab rendah hati sabar dan takut akan tuhan..itu saja udah cukup utk harapanku :3,Joy
3999,done bismilah makasih giveawaynya kak semoga sehat selalu panjang umur dan banyak rezekinya amin jangan lupa istirahat dan jaga kesehatan ya kak mau jeno ecan jga gapapa kak yang penting di kasih semuanya suka kak,Love
6706,"barusan liat trend denise katanya keluar dari sn, ya ampun sedih banget baru bangun baca ginian",Sad
906,"dokter ngmongin pola pikir sama treatmentnya disebelah mana? mati semua? ini gue masih idup. gue ngmong ortu gue bahagia setelah mati,karna gue ikhlas? kagak!! gue ngajak debat biar pro pemerintah? kagak najis. reply gue baca lg, yg gagal nanganin pandemic ga indo cma indo ko",Anger
28,si mutajir mancing emosi sih pagi2,Anger
6075,"terkadang, bukan karena dusta, kamu membenci seseorang, tapi karena sedih menerima kenyataan bahwa dia tak bisa lagi kamu percaya",Neutral
2507,enak dong :),Joy
2428,"kak, semoga semuanya baik-baik aja yaa, jangan lupa makan yang enak dan dengerin musik yang bikin tenang supaya keadaannya sedikit membaik.. semangat ;33",Joy
5043,kok dia mau ngedads bodoh sih pake kasih uname akun itu? agak bodoh ya wkwk trus abis itu lu apain anaknya wack? kaga lu sidah isbat anaknya?,Neutral
762,boleh ngomong bangsat gak sih? :) masih pagi uda emosi jiwa,Anger
3747,"yaallah rumah impian gue banget, ga besar tapi ga kecil banget. suka banget ih, adem banget keliatannya :(",Love
4811,: aku mengganti handukku : kalian ingin tahu merek handukku? nanti saja ^_^!! hahaha : ini bisa dijadikan konten haha : baiklah selamat malam untuk hari ini!,Neutral
284,masih pagi udah emosi,Anger
686,konyol og.. ngajak 'panas-panas'-an neng grup chat.. ketemu langsung laah gontok-gontok-an ketok moto sekalian.. tapi bar kui beres ga ono dendam/rasan-rasan.,Anger
6540,"ikutan sedih bacanya, keputusan berat tapi aku yakin denise pasti udah pertimbangan hal ini. yang terbaik untuk denise, semangat juga lockeys.",Sad
2353,selamat pagi semangat semoga segera bigwin ya,Joy
5697,"breadtalknya aku kasih temen, ngga suka abon rasanya aneh wkwk itu dibeliin cust",Neutral
6083,kok saya tetap sedih ya,Sad
21,huahh benci covid bangett. semoga berhenti di jimin tidak ada jungkook dan juga taehyung. no god pliss,Anger
2752,yo enak seh gawe tandang gawe ndang mari,Joy
885,kau cuma kaget2an.. ayam gw juga bisa kaget.. Idiot amat jadi orang,Anger
917,ini mah enk di suami semua kga enak di istri gblk,Anger
1040,"duh tuh anaknya nanti kelakuannya mirip gue banget deh. biar bisa dinasehatin terus tiap hari. daripada dulu suka nyindirin gue berkedok self reminder, mending langsung kasih copy pastenya aja ke mereka tuhan haha",Anger
6849,gagal menjaga emosi di kata terakhir,Sad
1265,ohh gitu.. kaget bentukannya kayak preinst,Fear
4579,kirim foto yg biasa ada tulisan topup berhasil sih,Neutral
6128,aa sedih,Sad
277,menghindari perzinahan kok poligami sih tolol banget goblokkkkk. makanya titit nya gausah gatel liat perempuan tetangga.,Anger
5084,. sabar itu keliatannya bodoh kalo dipikir pake logika :),Neutral
2084,kamuu juga sehat dan bahagia selalu yaa ;3 thank you soo much udah baca,Joy
1245,mbok 15mbps ngeri ngono,Fear
2382,enak nih pagi2,Joy
571,"gua mau nyemangatin org"", tp gua sendiri lg ga semangat, aduh keenan knp bodoh bgt si. haloo moots, tetep semangat yaa, luv u.",Anger
1435,pernah ga sih ngerasa takut berlebihan buat sayang bgt secara tulus ke orang?,Fear
3902,"[fakta melody] melody suka menanam pohon, maka dari itu dia ambil jurusan pertanian, biar bisa menanam benih cinta gue ke dia",Love
5089,"semakin sakti manusia mk semakin bodoh akalnya, semakin tdk punya apa2 (kesaktian) mk semakin kenceng sandaran pada al 'aziz allah swt.",Neutral
1247,gua klo udh pd ngomongin skripsyid takut bgt dh sumpah,Fear
4681,tidak membahayakan gimana bagaimana dgn foto udaranya jgn dinilai dari satu segi saja.. ini pendapat saya yg bodoh,Neutral
3526,aku suka banget sama hampir semua genre sih. kayanya kecuali metal sama rock :] akhir-akhir ini selera musikku lebih ke calming vibes yang enak didenger sambil mengerjakan apapun. coba dengerin ini deh kak!,Love
2514,"have a nice day teh, semangat banget nih diliat liat",Joy
1007,"sumpah benci banget kalo dibalesnya gini. iye sehat-sehat aja sekarang, merasa bersih, tapi di dalem badan nggak ada yang tau. apalagi kalo main sana-sini dan suka seks berisiko. masa sih tega celakain orang yang katanya lu sayang?",Anger
4770,"wkwkwk biarkan saja, yg penting dia bisa bahagia",Neutral
4543,baru saja mengirim video nagari durian tinggi - kapur ix,Neutral
5329,ada dengar ceramah ustaz ni pasal riak. macam kalau kita pergi rumah orangkan kita nak solat sunat tapi takut riak. teruskan solat jangan tinggal kerana kalau kita tinggalkan solat kerana riak itu adalah riak.,Neutral
6133,"sedih banget kok ada orang kayak gitu, rasanya mau ku ulek tau. manusia bukan sih",Sad
2064,semangat,Joy
5590,"juara bukan hanya sekedar usaha dan menang, tapi harus bisa bersyukur, kalau gk ada rasa bersyukur tidak akan ada rasa puasnya dan tidak akan tenang, jadi ingatlah utk bisa bersyukur",Neutral
1690,"idih nuning kabur dari space ka ciba .,, takut yah",Fear
6112,penontoon kok sepi sih? tarak tarak tass,Sad
1985,"terus tadi gue sempet stalk ig nya gitu terus lo tau?? gue ga sengaja click like anjir demi allah gue langsung ah mau menghilang dari bumi!! terus kalau di sekolah kan suka papasan gitu gue suka pengen nyapa tapi takut, duh gimana ya cara kenalan nya? kasih tips dong",Fear
294,"kalo di sinetron itu yg jahat jahat banget yg baik bego banget --""",Anger
1547,takut banget..,Fear
2012,plis wei baru bangun tidur tiba2 pas buka twitter dapet kabar denise,Fear
588,ramah tamah rajin marah tak mau mengalah,Anger
3329,lucu banget editannya aku waktu sma suka banget sama series ini. liburan ke bandung cuma buat nyari gramedia buat beli series ke-4 karena dikota aku belum ada,Love
2403,selamat pagi pak dhe tetat semangat dan sehat selalu,Joy
2129,"siipp kak, kalo gitu bisa ikutin semua s&k giveaway yg ada di caption postingannya ya. semangat terus! :) ^mc",Joy
3998,baru seminggu vegie kangen banget dah makan ayam goyeng. terakhir makan ayam di kereta beli ayam mekdi yg spicy di st gambir maem bareng ayang nyuapin ayang padahal dia gak terlalu suka ayam tapi karna w mau mekdi doi mau gak mau ikut makan. sekarang dia seneng w gak makan ayam.,Love
6196,hal yg sedih pagi ini adlh saat aku ngerasa kasian m diri sndr. saat sadar diri bnyk hal yg harus diperbaiki. saat sadar klo aku gak boleh terus²an kayak gini. saat aku harus lebih berani utk terima perubahan. saat aku harus menguatkan diri utk sekedar mencoba,Sad
